"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.14","Cell cycle: percent non-arrested","13.11",
"Taxol","KYSE-180","72","0.01","Cell cycle: percent non-arrested","13.05",
"Taxol","NCI-H1648","72","0.41","Cell cycle: percent interphase","13.04",
"Taxol","KATO III","48","0.05","Cell cycle: percent G2-M arrested","13.04",
"Taxol","Ishikawa","48","0.05","Cell cycle: percent non-arrested","13.04",
"Taxol","NCI-H810","24","0.41","Cell cycle: percent mitosis","12.98",
"Taxol","KYSE-450","48","0.14","Cell cycle: percent mitosis","12.98",
"Taxol","A375.S2","48","0.14","Cell cycle: percent non-arrested","12.98",
"Taxol","FU97","72","0.14","Cell cycle: percent non-arrested","12.97",
"Taxol","NCI-H810","24","3.7","Cell cycle: percent mitosis","12.96",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.14","Cell cycle: percent non-arrested","12.96",
"Taxol","SK-LMS-1","48","0.02","Cell cycle: percent non-arrested","12.95",
"Taxol","COLO-679","48","3.7","Cell cycle: percent mitosis","12.95",
"Taxol","HEC-1","48","0.01","Cell cycle: percent non-arrested","12.89",
"Taxol","647-V","24","3.7","Cell cycle: percent non-arrested","12.89",
"Taxol","NCI-H810","24","0.41","Cell cycle: percent mitosis","12.87",
"Taxol","JHH-6","24","3.7","Cell cycle: percent non-arrested","12.87",
"Taxol","KYSE-180","48","0.41","Cell cycle: percent non-arrested","12.84",
"Taxol","KYSE-150","24","0.02","Cell cycle: percent mitosis","12.83",
"Taxol","KATO III","24","0.01","Cell cycle: percent mitosis","12.79",
"Taxol","AGS","24","11.11","Cell cycle: percent non-arrested","12.79",
"Taxol","NCI-H1648","72","0.05","Cell cycle: percent interphase","12.77",
"Taxol","5637","24","1.23","Cell cycle: percent mitosis","12.77",
"Taxol","Ca Ski","24","0.01","Cell cycle: percent mitosis","12.77",
"Taxol","KYSE-150","24","0.14","Cell cycle: percent non-arrested","12.76",
"Taxol","A375.S2","48","0.05","Cell cycle: percent non-arrested","12.75",
"Taxol","KYSE-450","48","0.05","Cell cycle: percent mitosis","12.74",
"Taxol","COLO-679","72","0.14","Cell cycle: percent mitosis","12.73",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","1.23","Cell cycle: percent non-arrested","12.68",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.02","Cell cycle: percent non-arrested","12.68",
"Taxol","KYSE-180","48","0.41","Cell cycle: percent interphase","12.64",
"Taxol","HEC-1","24","1.23","Cell cycle: percent non-arrested","12.64",
"Taxol","KATO III","48","33.33","Cell cycle: percent non-arrested","12.59",
"Taxol","KYSE-450","48","0.02","Cell cycle: percent mitosis","12.59",
"Taxol","CAL-51","24","1.23","Cell cycle: percent non-arrested","12.58",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent mitosis","12.56",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent interphase","12.55",
"Taxol","SK-MES","48","0.01","Cell cycle: percent G2-M arrested","12.5",
"Taxol","KYSE-180","72","33.33","Cell cycle: percent G2-M arrested","12.5",
"Taxol","KATO III","72","0.41","Cell cycle: percent G2-M arrested","12.5",
"Taxol","5637","48","0.14","Cell cycle: percent mitosis","12.5",
"Taxol","5637","48","1.23","Cell cycle: percent mitosis","12.5",
"Taxol","5637","48","3.7","Cell cycle: percent interphase","12.5",
"Taxol","SK-LMS-1","72","0.01","Cell cycle: percent interphase","12.48",
"Taxol","SK-LMS-1","48","0.02","Cell cycle: percent interphase","12.48",
"Taxol","KYSE-180","72","0.01","Cell cycle: percent interphase","12.47",
"Taxol","HUTU-80","48","33.33","Cell cycle: percent non-arrested","12.46",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.01","Cell cycle: percent mitosis","12.45",
"Taxol","COLO-679","48","1.23","Cell cycle: percent mitosis","12.45",
"Taxol","KYSE-150","24","0.14","Cell cycle: percent non-arrested","12.4",
"Taxol","KYSE-150","24","0.14","Cell cycle: percent mitosis","12.4",
"Taxol","KYSE-140","24","0.41","Cell cycle: percent mitosis","12.4",
"Taxol","KYSE-450","48","0.02","Cell cycle: percent mitosis","12.36",
"Taxol","NCI-H1648","48","0.01","Cell cycle: percent mitosis","12.35",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","1.23","Cell cycle: percent non-arrested","12.33",
"Taxol","HUTU-80","72","0.01","Cell cycle: percent non-arrested","12.28",
"Taxol","SK-LMS-1","24","0.05","Cell cycle: percent mitosis","12.25",
"Taxol","KYSE-450","24","0.01","Cell cycle: percent mitosis","12.21",
"Taxol","COLO-800","48","3.7","Cell cycle: percent non-arrested","12.2",
"Taxol","COLO-800","48","3.7","Cell cycle: percent interphase","12.2",
"Taxol","PC-9","24","11.11","Cell cycle: percent mitosis","12.2",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.41","Cell cycle: percent non-arrested","12.19",
"Taxol","KMRC-20","24","0.41","Cell cycle: percent non-arrested","12.18",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.41","Cell cycle: percent non-arrested","12.17",
"Taxol","HLF","24","3.7","Cell cycle: percent non-arrested","12.17",
"Taxol","NCI-H1648","24","33.33","Cell cycle: percent mitosis","12.16",
"Taxol","HUTU-80","48","3.7","Cell cycle: percent non-arrested","12.16",
"Taxol","HUTU-80","48","3.7","Cell cycle: percent interphase","12.16",
"Taxol","HUTU-80","48","33.33","Cell cycle: percent interphase","12.16",
"Taxol","HLF","24","0.14","Cell cycle: percent mitosis","12.13",
"Taxol","5637","24","0.05","Cell cycle: percent mitosis","12.12",
"Taxol","COLO-679","48","0.41","Cell cycle: percent mitosis","12.11",
"Taxol","Ishikawa","48","0.05","Cell cycle: percent non-arrested","12.09",
"Taxol","5637","24","0.01","Cell cycle: percent mitosis","12.08",
"Taxol","LNZTA3WT4","72","0.02","Cell cycle: percent non-arrested","12.06",
"Taxol","KYSE-180","48","0.14","Cell cycle: percent non-arrested","12.05",
"Taxol","HUTU-80","48","33.33","Cell cycle: percent non-arrested","12.04",
"Taxol","HUTU-80","48","33.33","Cell cycle: percent interphase","12.04",
"Taxol","KYSE-450","48","1.23","Cell cycle: percent mitosis","12.04",
"Taxol","JHH-6","24","0.41","Cell cycle: percent non-arrested","12.04",
"Taxol","COLO-679","72","3.7","Cell cycle: percent mitosis","12",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.01","Cell cycle: percent mitosis","11.98",
"Taxol","SNB75","72","1.23","Cell cycle: percent interphase","11.97",
"Taxol","HUTU-80","72","0.01","Cell cycle: percent interphase","11.97",
"Taxol","SK-LMS-1","72","33.33","Cell cycle: percent non-arrested","11.96",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent interphase","11.96",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.41","Cell cycle: percent mitosis","11.96",
"Taxol","SNB75","72","1.23","Cell cycle: percent non-arrested","11.92",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent mitosis","11.9",
"Taxol","CAL-51","72","0.01","Cell cycle: percent non-arrested","11.89",
"Taxol","HUTU-80","48","0.41","Cell cycle: percent non-arrested","11.88",
"Taxol","HUTU-80","48","0.41","Cell cycle: percent interphase","11.88",
"Taxol","KYSE-180","48","0.14","Cell cycle: percent interphase","11.84",
"Taxol","KYSE-150","24","3.7","Cell cycle: percent non-arrested","11.84",
"Taxol","A375.S2","48","3.7","Cell cycle: percent non-arrested","11.82",
"Taxol","KYSE-150","24","0.41","Cell cycle: percent mitosis","11.8",
"Taxol","A375.S2","48","11.11","Cell cycle: percent non-arrested","11.79",
"Taxol","KYSE-180","48","0.41","Cell cycle: percent non-arrested","11.78",
"Taxol","KYSE-150","48","0.02","Cell cycle: percent non-arrested","11.78",
"Taxol","SK-MES","48","0.41","Cell cycle: percent G2-M arrested","11.77",
"Taxol","KYSE-450","48","0.41","Cell cycle: percent mitosis","11.77",
"Taxol","LNZTA3WT4","72","0.02","Cell cycle: percent non-arrested","11.71",
"Taxol","KYSE-180","72","33.33","Cell cycle: percent non-arrested","11.69",
"Taxol","KYSE-450","48","0.14","Cell cycle: percent mitosis","11.68",
"Taxol","KYSE-180","72","33.33","Cell cycle: percent interphase","11.67",
"Taxol","KYSE-450","24","0.01","Cell cycle: percent non-arrested","11.66",
"Taxol","NCI-H810","24","3.7","Cell cycle: percent mitosis","11.59",
"Taxol","LNZTA3WT4","24","0.02","Cell cycle: percent non-arrested","11.59",
"Taxol","PC-9","24","11.11","Cell cycle: percent mitosis","11.58",
"Taxol","KYSE-180","48","0.41","Cell cycle: percent interphase","11.55",
"Taxol","HEC-1","24","0.05","Cell cycle: percent non-arrested","11.55",
"Taxol","NCI-H1648","48","3.7","Cell cycle: percent mitosis","11.54",
"Taxol","NCI-H1648","72","3.7","Cell cycle: percent mitosis","11.54",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.02","Cell cycle: percent non-arrested","11.53",
"Taxol","CAL-51","24","0.41","Cell cycle: percent non-arrested","11.53",
"Taxol","KMRC-20","48","0.41","Cell cycle: percent non-arrested","11.5",
"Taxol","AGS","24","0.02","Cell cycle: percent non-arrested","11.5",
"Taxol","KYSE-450","48","3.7","Cell cycle: percent mitosis","11.48",
"Taxol","FU97","24","11.11","Cell cycle: percent non-arrested","11.47",
"Taxol","COLO-679","72","0.41","Cell cycle: percent mitosis","11.46",
"Taxol","HUTU-80","48","0.02","Cell cycle: percent non-arrested","11.45",
"Taxol","HUTU-80","48","0.02","Cell cycle: percent interphase","11.45",
"Taxol","HUTU-80","72","11.11","Cell cycle: percent non-arrested","11.45",
"Taxol","LNZTA3WT4","24","0.05","Cell cycle: percent non-arrested","11.45",
"Taxol","FU97","72","11.11","Cell cycle: percent non-arrested","11.43",
"Taxol","KMRC-20","48","3.7","Cell cycle: percent non-arrested","11.4",
"Taxol","KATO III","48","33.33","Cell cycle: percent interphase","11.39",
"Taxol","COLO-679","48","3.7","Cell cycle: percent mitosis","11.39",
"Taxol","KYSE-180","72","0.01","Cell cycle: percent non-arrested","11.38",
"Taxol","KYSE-450","48","3.7","Cell cycle: percent mitosis","11.38",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.05","Cell cycle: percent non-arrested","11.38",
"Taxol","HEC-1","24","0.02","Cell cycle: percent mitosis","11.38",
"Taxol","FU97","72","1.23","Cell cycle: percent non-arrested","11.37",
"Taxol","NCI-H1648","48","0.02","Cell cycle: percent interphase","11.36",
"Taxol","NCI-H1648","72","0.05","Cell cycle: percent interphase","11.36",
"Taxol","KYSE-450","72","0.01","Cell cycle: percent mitosis","11.33",
"Taxol","KMRC-20","24","3.7","Cell cycle: percent non-arrested","11.31",
"Taxol","CAL-51","24","0.41","Cell cycle: percent non-arrested","11.31",
"Taxol","JHH-6","24","3.7","Cell cycle: percent non-arrested","11.28",
"Taxol","HEC-1","24","0.02","Cell cycle: percent mitosis","11.27",
"Taxol","KYSE-150","24","0.02","Cell cycle: percent non-arrested","11.26",
"Taxol","HEC-1","24","0.41","Cell cycle: percent non-arrested","11.26",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","3.7","Cell cycle: percent mitosis","11.25",
"Taxol","FU97","72","11.11","Cell cycle: percent non-arrested","11.24",
"Taxol","Ca9-22","72","0.14","Cell cycle: percent non-arrested","11.23",
"Taxol","KYSE-150","48","0.02","Cell cycle: percent non-arrested","11.21",
"Taxol","KYSE-140","48","3.7","Cell cycle: percent non-arrested","11.2",
"Taxol","KYSE-450","48","1.23","Cell cycle: percent mitosis","11.18",
"Taxol","COLO-679","48","0.41","Cell cycle: percent mitosis","11.17",
"Taxol","COLO-679","48","1.23","Cell cycle: percent mitosis","11.16",
"Taxol","NCI-H1648","48","11.11","Cell cycle: percent mitosis","11.11",
"Taxol","NCI-H1648","72","0.05","Cell cycle: percent non-arrested","11.11",
"Taxol","KATO III","48","0.02","Cell cycle: percent G2-M arrested","11.11",
"Taxol","HUTU-80","48","0.02","Cell cycle: percent non-arrested","11.11",
"Taxol","HUTU-80","48","0.02","Cell cycle: percent interphase","11.11",
"Taxol","5637","72","1.23","Cell cycle: percent non-arrested","11.11",
"Taxol","5637","72","1.23","Cell cycle: percent interphase","11.11",
"Taxol","5637","48","3.7","Cell cycle: percent mitosis","11.11",
"Taxol","KYSE-150","24","0.05","Cell cycle: percent mitosis","11.11",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.02","Cell cycle: percent non-arrested","11.11",
"Taxol","HEC-1","24","11.11","Cell cycle: percent non-arrested","11.07",
"Taxol","A375.S2","24","1.23","Cell cycle: percent mitosis","11.04",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","11.11","Cell cycle: percent mitosis","10.98",
"Taxol","FU97","72","0.02","Cell cycle: percent non-arrested","10.98",
"Taxol","HLF","24","0.14","Cell cycle: percent mitosis","10.92",
"Taxol","NCI-H1648","72","33.33","Cell cycle: percent interphase","10.91",
"Taxol","KYSE-180","72","0.01","Cell cycle: percent interphase","10.91",
"Taxol","KYSE-150","24","0.05","Cell cycle: percent mitosis","10.91",
"Taxol","KATO III","24","0.01","Cell cycle: percent mitosis","10.9",
"Taxol","KYSE-450","48","11.11","Cell cycle: percent mitosis","10.89",
"Taxol","COLO-679","72","0.14","Cell cycle: percent mitosis","10.89",
"Taxol","SK-LMS-1","72","33.33","Cell cycle: percent non-arrested","10.88",
"Taxol","COLO-679","72","0.05","Cell cycle: percent mitosis","10.85",
"Taxol","KYSE-140","48","3.7","Cell cycle: percent non-arrested","10.84",
"Taxol","AGS","24","0.14","Cell cycle: percent non-arrested","10.8",
"Taxol","KMRC-20","24","3.7","Cell cycle: percent non-arrested","10.79",
"Taxol","KATO III","48","11.11","Cell cycle: percent non-arrested","10.78",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.41","Cell cycle: percent non-arrested","10.78",
"Taxol","HUTU-80","48","11.11","Cell cycle: percent non-arrested","10.77",
"Taxol","HUTU-80","48","11.11","Cell cycle: percent interphase","10.77",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.05","Cell cycle: percent mitosis","10.77",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","11.11","Cell cycle: percent non-arrested","10.73",
"Taxol","NCI-H1648","72","33.33","Cell cycle: percent non-arrested","10.71",
"Taxol","KMRC-20","24","1.23","Cell cycle: percent non-arrested","10.68",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","11.11","Cell cycle: percent mitosis","10.66",
"Taxol","KMRC-20","24","11.11","Cell cycle: percent non-arrested","10.64",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent non-arrested","10.62",
"Taxol","NCI-H1648","48","1.23","Cell cycle: percent mitosis","10.61",
"Taxol","LNZTA3WT4","24","0.14","Cell cycle: percent mitosis","10.59",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","3.7","Cell cycle: percent mitosis","10.59",
"Taxol","FU97","72","0.41","Cell cycle: percent non-arrested","10.59",
"Taxol","A375.S2","48","0.05","Cell cycle: percent non-arrested","10.58",
"Taxol","KMRC-20","24","0.05","Cell cycle: percent mitosis","10.56",
"Taxol","KYSE-450","72","0.01","Cell cycle: percent mitosis","10.55",
"Taxol","KYSE-150","48","0.01","Cell cycle: percent non-arrested","10.54",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent mitosis","10.54",
"Taxol","A375.S2","24","0.41","Cell cycle: percent non-arrested","10.54",
"Taxol","5637","48","0.41","Cell cycle: percent non-arrested","10.53",
"Taxol","5637","48","0.41","Cell cycle: percent interphase","10.53",
"Taxol","5637","72","0.02","Cell cycle: percent non-arrested","10.53",
"Taxol","5637","72","0.02","Cell cycle: percent interphase","10.53",
"Taxol","5637","48","0.05","Cell cycle: percent non-arrested","10.53",
"Taxol","5637","48","0.05","Cell cycle: percent interphase","10.53",
"Taxol","SK-LMS-1","72","33.33","Cell cycle: percent interphase","10.5",
"Taxol","HEC-1","24","0.14","Cell cycle: percent non-arrested","10.5",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.02","Cell cycle: percent non-arrested","10.49",
"Taxol","KATO III","48","0.02","Cell cycle: percent non-arrested","10.48",
"Taxol","SK-LMS-1","72","33.33","Cell cycle: percent interphase","10.47",
"Taxol","KMRC-20","72","0.02","Cell cycle: percent non-arrested","10.47",
"Taxol","CAL-51","24","3.7","Cell cycle: percent non-arrested","10.44",
"Taxol","FU97","24","1.23","Cell cycle: percent non-arrested","10.42",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.14","Cell cycle: percent non-arrested","10.41",
"Taxol","PC-9","24","0.05","Cell cycle: percent mitosis","10.4",
"Taxol","CAL-51","24","0.14","Cell cycle: percent non-arrested","10.39",
"Taxol","SNB75","72","0.41","Cell cycle: percent non-arrested","10.37",
"Taxol","HUTU-80","72","11.11","Cell cycle: percent interphase","10.37",
"Taxol","CAL-51","24","0.05","Cell cycle: percent non-arrested","10.34",
"Taxol","LNZTA3WT4","48","11.11","Cell cycle: percent mitosis","10.33",
"Taxol","CAL-51","24","11.11","Cell cycle: percent non-arrested","10.32",
"Taxol","5637","24","0.14","Cell cycle: percent mitosis","10.29",
"Taxol","5637","24","0.41","Cell cycle: percent mitosis","10.29",
"Taxol","5637","24","3.7","Cell cycle: percent mitosis","10.29",
"Taxol","KATO III","48","11.11","Cell cycle: percent interphase","10.28",
"Taxol","KYSE-150","24","0.41","Cell cycle: percent mitosis","10.28",
"Taxol","HEC-1","24","11.11","Cell cycle: percent non-arrested","10.23",
"Taxol","PC-9","24","0.41","Cell cycle: percent mitosis","10.21",
"Taxol","Ishikawa","48","0.02","Cell cycle: percent non-arrested","10.17",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","11.11","Cell cycle: percent non-arrested","10.15",
"Taxol","KYSE-450","48","0.01","Cell cycle: percent mitosis","10.14",
"Taxol","A375.S2","24","0.14","Cell cycle: percent mitosis","10.14",
"Taxol","KYSE-450","48","0.41","Cell cycle: percent mitosis","10.13",
"Taxol","KYSE-150","24","1.23","Cell cycle: percent mitosis","10.13",
"Taxol","FU97","24","0.05","Cell cycle: percent mitosis","10.1",
"Taxol","KYSE-450","48","0.01","Cell cycle: percent mitosis","10.06",
"Taxol","CAL-51","24","11.11","Cell cycle: percent non-arrested","10.03",
"Taxol","SNB75","72","0.02","Cell cycle: percent non-arrested","10.02",
"Taxol","AGS","24","0.02","Cell cycle: percent non-arrested","10.01",
"Taxol","SK-MES","48","1.23","Cell cycle: percent G2-M arrested","10",
"Taxol","SK-MES","48","0.01","Cell cycle: percent G2-M arrested","10",
"Taxol","NCI-H1648","72","1.23","Cell cycle: percent interphase","10",
"Taxol","KATO III","48","0.14","Cell cycle: percent G2-M arrested","10",
"Taxol","COLO-800","48","33.33","Cell cycle: percent non-arrested","10",
"Taxol","COLO-800","48","33.33","Cell cycle: percent interphase","10",
"Taxol","COLO-679","48","0.14","Cell cycle: percent mitosis","10",
"Taxol","SNB75","72","0.05","Cell cycle: percent interphase","9.97",
"Taxol","5637","48","0.01","Cell cycle: percent mitosis","9.96",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.41","Cell cycle: percent mitosis","9.95",
"Taxol","KYSE-140","24","3.7","Cell cycle: percent mitosis","9.93",
"Taxol","SNB75","72","0.05","Cell cycle: percent non-arrested","9.92",
"Taxol","KYSE-450","72","0.14","Cell cycle: percent mitosis","9.92",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent non-arrested","9.92",
"Taxol","LNZTA3WT4","48","1.23","Cell cycle: percent mitosis","9.89",
"Taxol","JHH-6","24","0.01","Cell cycle: percent mitosis","9.89",
